Q06116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2489	True	1
D4AEP3	Rattus norvegicus	Metazoa	194	True	1
P54785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490	False	1
Q6UN15	Homo sapiens	Metazoa	594	False	1
Q04116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353	False	1
P38749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330	False	1
Q9V4Z9	Drosophila melanogaster	Metazoa	858	False	1
P10900	Hordeum vulgare	Viridiplantae	508	True	1
Q9H3J6	Homo sapiens	Metazoa	166	False	1
Q9NQV5	Homo sapiens	Metazoa	511	False	1
P32480	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875	False	1
Q9UHP7	Homo sapiens	Metazoa	191	True	1
F4JVI3	Arabidopsis thaliana	Viridiplantae	493	False	1
Q9Z2F5	Rattus norvegicus	Metazoa	430	False	1
Q8CC21	Mus musculus	Metazoa	365	False	1
Q3UHH1	Mus musculus	Metazoa	1832	False	1
Q8K2X8	Mus musculus	Metazoa	71	False	1
Q0DUR2	Oryza sativa subsp. japonica	Viridiplantae	92	False	1
P26434	Rattus norvegicus	Metazoa	717	False	1
Q86PD7	Drosophila melanogaster	Metazoa	354	False	1
O23077	Arabidopsis thaliana	Viridiplantae	319	False	1
Q6NUF4	Xenopus laevis	Metazoa	716	False	1
Q8VZU2	Arabidopsis thaliana	Viridiplantae	304	False	1
M9MRD1	Drosophila melanogaster	Metazoa	12345	False	1
Q05921	Mus musculus	Metazoa	735	False	1
P47929	Homo sapiens	Metazoa	136	False	1
U9W802	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	307	False	1
Q12749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1114	False	1
O14492	Homo sapiens	Metazoa	632	False	1
Q03694	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420	False	1
P97414	Mus musculus	Metazoa	668	False	1
Q12906	Homo sapiens	Metazoa	894	False	1
Q96BY6	Homo sapiens	Metazoa	2186	False	1
Q9BRP1	Homo sapiens	Metazoa	358	False	1
Q09130	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	446	False	1
P23506	Mus musculus	Metazoa	227	False	1
P17883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1432	False	1
Q5HZG9	Mus musculus	Metazoa	337	False	1
Q84TI7	Arabidopsis thaliana	Viridiplantae	506	True	1
Q8S3U9	Arabidopsis thaliana	Viridiplantae	1090	False	1
Q9LIK9	Arabidopsis thaliana	Viridiplantae	463	False	1
Q7KWJ5	Plasmodium falciparum (isolate 3D7)	Other	504	True	1
Q8GWA7	Arabidopsis thaliana	Viridiplantae	349	False	1
P53877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	555	False	1
P82094	Homo sapiens	Metazoa	1093	False	1
Q06892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	False	1
Q9BSD3	Homo sapiens	Metazoa	238	False	1
O94276	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	215	False	1
G5EG86	Caenorhabditis elegans	Metazoa	394	False	1
P12297	Drosophila melanogaster	Metazoa	963	False	1
Q9U226	Caenorhabditis elegans	Metazoa	342	False	1
Q5SQP1	Mus musculus	Metazoa	306	False	1
Q9C882	Arabidopsis thaliana	Viridiplantae	587	False	1
Q811I0	Mus musculus	Metazoa	324	False	1
E9PT37	Rattus norvegicus	Metazoa	1207	False	1
Q8W3L1	Arabidopsis thaliana	Viridiplantae	483	False	1
Q3UZD5	Mus musculus	Metazoa	596	False	1
P21784	Mus musculus	Metazoa	527	False	1
Q8VY21	Arabidopsis thaliana	Viridiplantae	406	False	1
P36159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	838	False	1
P32584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239	True	1
Q07279	Mus musculus	Metazoa	373	False	1
Q96ST2	Homo sapiens	Metazoa	819	False	1
Q9M658	Arabidopsis thaliana	Viridiplantae	2001	False	1
Q8RWL4	Arabidopsis thaliana	Viridiplantae	349	False	1
Q9LFV6	Arabidopsis thaliana	Viridiplantae	1011	False	1
P0DPK0	Xenopus laevis	Metazoa	237	False	1
Q8ND71	Homo sapiens	Metazoa	665	False	1
Q9NR90	Homo sapiens	Metazoa	486	False	1
F4HVZ5	Arabidopsis thaliana	Viridiplantae	279	False	1
Q9Y6Q9	Homo sapiens	Metazoa	1424	False	1
P0C7T6	Mus musculus	Metazoa	687	False	1
P07246	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	375	False	1
Q96GE9	Homo sapiens	Metazoa	116	True	1
Q9P2N6	Homo sapiens	Metazoa	904	False	1
O43913	Homo sapiens	Metazoa	435	False	1
O14161	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	293	False	1
Q3UP24	Mus musculus	Metazoa	1024	False	1
Q76FK4	Homo sapiens	Metazoa	1167	False	1
F4ICK8	Arabidopsis thaliana	Viridiplantae	502	False	1
P16554	Drosophila melanogaster	Metazoa	556	False	1
Q5XVG3	Arabidopsis thaliana	Viridiplantae	287	False	1
O60356	Homo sapiens	Metazoa	82	False	1
Q86YA3	Homo sapiens	Metazoa	2104	False	1
Q9V3Y0	Drosophila melanogaster	Metazoa	215	False	1
Q5VZI3	Homo sapiens	Metazoa	342	False	1
A0A486WWJ9	Caenorhabditis elegans	Metazoa	582	False	1
Q9C0W0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	409	False	1
Q8N2Z9	Homo sapiens	Metazoa	138	False	1
Q9JK24	Mus musculus	Metazoa	453	False	1
Q9Y6H6	Homo sapiens	Metazoa	103	True	1
P42937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	148	False	1
O70343	Mus musculus	Metazoa	797	False	1
Q99728	Homo sapiens	Metazoa	777	False	1
Q9JHI9	Mus musculus	Metazoa	570	True	1
Q8WYK0	Homo sapiens	Metazoa	555	False	1
P54789	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	707	False	1
P80299	Rattus norvegicus	Metazoa	554	False	1
Q9BYN7	Homo sapiens	Metazoa	854	False	1
Q06244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254	False	1
Q9DB10	Mus musculus	Metazoa	107	True	1
P70331	Mus musculus	Metazoa	251	False	1
Q86X29	Homo sapiens	Metazoa	649	False	1
Q9Y224	Homo sapiens	Metazoa	244	False	1
Q04847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553	False	1
P40023	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	145	False	1
Q8R1N0	Mus musculus	Metazoa	363	False	1
Q08235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	False	1
P48512	Arabidopsis thaliana	Viridiplantae	312	False	1
O95630	Homo sapiens	Metazoa	424	False	1
Q9WTV0	Rattus norvegicus	Metazoa	417	False	1
Q9Y6D9	Homo sapiens	Metazoa	718	False	1
O60566	Homo sapiens	Metazoa	1050	False	1
Q53S58	Homo sapiens	Metazoa	311	True	1
Q9FZK4	Arabidopsis thaliana	Viridiplantae	122	False	1
Q99314	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	248	False	1
Q8S9M1	Arabidopsis thaliana	Viridiplantae	299	False	1
Q7Z695	Homo sapiens	Metazoa	626	False	1
Q9CAF2	Arabidopsis thaliana	Viridiplantae	216	False	1
O94423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421	False	1
Q9JMI1	Rattus norvegicus	Metazoa	672	False	1
Q8BVN4	Mus musculus	Metazoa	346	False	1
P17937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249	False	1
Q562E2	Mus musculus	Metazoa	927	False	1
P04789	Trypanosoma brucei brucei	Other	250	False	1
Q9R1C7	Mus musculus	Metazoa	953	False	1
Q9NWZ8	Homo sapiens	Metazoa	242	False	1
Q37708	Artemia franciscana	Metazoa	219	True	1
P32500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	655	True	1
Q9VHI4	Drosophila melanogaster	Metazoa	85	False	1
Q9W1C5	Drosophila melanogaster	Metazoa	2053	False	1
Q8C8Y5	Mus musculus	Metazoa	445	False	1
Q60700	Mus musculus	Metazoa	888	False	1
Q8N371	Homo sapiens	Metazoa	416	False	1
Q9UK73	Homo sapiens	Metazoa	627	False	1
P22033	Homo sapiens	Metazoa	750	False	1
Q96305	Arabidopsis thaliana	Viridiplantae	136	False	1
P35195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	104	False	1
Q8WXB4	Homo sapiens	Metazoa	792	False	1
Q8C3P7	Mus musculus	Metazoa	580	False	1
Q6FI81	Homo sapiens	Metazoa	312	False	1
P53139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140	False	1
P38198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1513	False	1
Q9FN52	Arabidopsis thaliana	Viridiplantae	503	False	1
Q9UI30	Homo sapiens	Metazoa	125	False	1
Q86X51	Homo sapiens	Metazoa	503	False	1
P36064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111	False	1
Q9VR19	Drosophila melanogaster	Metazoa	379	False	1
Q3TY86	Mus musculus	Metazoa	605	False	1
Q86YC2	Homo sapiens	Metazoa	1186	False	1
Q4QAU9	Leishmania major	Other	549	False	1
P28795	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441	True	1
Q9HB96	Homo sapiens	Metazoa	536	False	1
B1B534	Oryza sativa subsp. japonica	Viridiplantae	475	False	1
Q08213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363	False	1
P87227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	672	False	1
Q9SRX9	Arabidopsis thaliana	Viridiplantae	335	False	1
Q12366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352	False	1
Q03976	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319	False	1
Q62187	Mus musculus	Metazoa	859	False	1
Q08116	Homo sapiens	Metazoa	209	False	1
P09119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	513	False	1
Q12038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1033	False	1
Q9CZP5	Mus musculus	Metazoa	418	True	1
O94468	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	213	False	1
T2BMW7	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	548	False	1
O74331	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	363	False	1
Q60864	Mus musculus	Metazoa	543	False	1
Q91X84	Mus musculus	Metazoa	619	False	1
Q8IS98	Crithidia fasciculata	Other	134	False	1
P09364	Sinapis alba	Viridiplantae	502	False	1
Q9V452	Drosophila melanogaster	Metazoa	140	False	1
Q12107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	265	False	1
Q96DI7	Homo sapiens	Metazoa	357	False	1
P47127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False	1
Q7RYW7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396	False	1
Q9QZ59	Mus musculus	Metazoa	374	False	1
P30989	Homo sapiens	Metazoa	418	True	1
Q9XIN0	Arabidopsis thaliana	Viridiplantae	650	False	1
Q9SZH4	Arabidopsis thaliana	Viridiplantae	495	False	1
Q94521	Drosophila melanogaster	Metazoa	275	False	1
P53260	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	183	False	1
Q9NR21	Homo sapiens	Metazoa	338	False	1
O14329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	386	False	1
Q9H0U9	Homo sapiens	Metazoa	437	False	1
Q7Z2W9	Homo sapiens	Metazoa	205	False	1
Q61823	Mus musculus	Metazoa	469	False	1
Q9SB31	Arabidopsis thaliana	Viridiplantae	404	False	1
Q06631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	534	False	1
Q9BSH3	Homo sapiens	Metazoa	213	False	1
Q5SWZ9	Mus musculus	Metazoa	221	True	1
P19335	Rattus norvegicus	Metazoa	242	False	1
Q96JP5	Homo sapiens	Metazoa	570	False	1
Q9FFD2	Arabidopsis thaliana	Viridiplantae	348	False	1
Q8IM30	Plasmodium falciparum (isolate 3D7)	Other	608	False	1
O77932	Homo sapiens	Metazoa	396	False	1
Q9M022	Arabidopsis thaliana	Viridiplantae	242	False	1
O23193	Arabidopsis thaliana	Viridiplantae	236	False	1
Q16629	Homo sapiens	Metazoa	238	False	1
Q99ML0	Mus musculus	Metazoa	440	False	1
Q3T9M1	Mus musculus	Metazoa	494	False	1
P17119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	729	False	1
A1L167	Homo sapiens	Metazoa	161	False	1
Q9UUG2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	621	False	1
P55241	Zea mays	Viridiplantae	516	False	1
Q99627	Homo sapiens	Metazoa	209	False	1
Q15650	Homo sapiens	Metazoa	581	False	1
F4JHA2	Arabidopsis thaliana	Viridiplantae	884	False	1
Q9VQD4	Drosophila melanogaster	Metazoa	274	False	1
Q14722	Homo sapiens	Metazoa	419	False	1
A1A6M1	Arabidopsis thaliana	Viridiplantae	387	False	1
Q9VHB0	Drosophila melanogaster	Metazoa	874	False	1
P0CG12	Homo sapiens	Metazoa	524	False	1
Q8R4N0	Mus musculus	Metazoa	338	False	1
Q8H443	Oryza sativa subsp. japonica	Viridiplantae	436	False	1
Q7S5N0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	364	False	1
P41896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	400	False	1
Q09776	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	174	False	1
Q9VQK4	Drosophila melanogaster	Metazoa	369	True	1
Q8H110	Arabidopsis thaliana	Viridiplantae	337	False	1
P49917	Homo sapiens	Metazoa	911	False	1
Q9BXV9	Homo sapiens	Metazoa	100	False	1
P42771	Homo sapiens	Metazoa	156	False	1
Q8H0U4	Arabidopsis thaliana	Viridiplantae	891	False	1
Q9H9A7	Homo sapiens	Metazoa	625	False	1
Q08236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1176	False	1
Q8W4D6	Arabidopsis thaliana	Viridiplantae	598	False	1
P53212	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290	False	1
P25582	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841	False	1
Q9QX74	Rattus norvegicus	Metazoa	1474	False	1
P40305	Homo sapiens	Metazoa	122	True	1
P50548	Homo sapiens	Metazoa	548	False	1
Q9JMA2	Mus musculus	Metazoa	403	False	1
Q00597	Homo sapiens	Metazoa	558	False	1
J9VT33	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	1048	False	1
Q19872	Caenorhabditis elegans	Metazoa	268	False	1
P38996	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	802	False	1
Q9SGY2	Arabidopsis thaliana	Viridiplantae	423	False	1
P34233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	588	False	1
P86924	Trypanosoma brucei brucei	Other	416	False	1
Q12996	Homo sapiens	Metazoa	717	False	1
Q4WW97	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	292	False	1
P32529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	125	False	1
Q0DRX6	Oryza sativa subsp. japonica	Viridiplantae	902	False	1
P47002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	699	False	1
Q9H147	Homo sapiens	Metazoa	329	False	1
Q9I7K0	Drosophila melanogaster	Metazoa	208	False	1
Q07878	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3144	False	1
Q9DCX7	Mus musculus	Metazoa	243	True	1
Q9H410	Homo sapiens	Metazoa	356	False	1
P50080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	613	True	1
Q80ZI1	Mus musculus	Metazoa	223	False	1
Q02455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1875	False	1
Q9W1V7	Drosophila melanogaster	Metazoa	452	False	1
Q92186	Homo sapiens	Metazoa	375	True	1
Q09847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1325	False	1
P57071	Homo sapiens	Metazoa	1141	False	1
Q56A73	Homo sapiens	Metazoa	249	False	1
Q12986	Homo sapiens	Metazoa	1120	False	1
Q9P783	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	480	False	1
Q5EAJ7	Strongylocentrotus purpuratus	Metazoa	857	False	1
Q13286	Homo sapiens	Metazoa	438	True	1
Q8GXF8	Arabidopsis thaliana	Viridiplantae	283	False	1
P54860	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	961	False	1
Q99M87	Mus musculus	Metazoa	480	False	1
Q21691	Caenorhabditis elegans	Metazoa	1057	False	1
O13911	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	False	1
Q8BH70	Mus musculus	Metazoa	621	False	1
Q9BX79	Homo sapiens	Metazoa	667	True	1
Q6P1X5	Homo sapiens	Metazoa	1199	False	1
Q2TBI6	Bos taurus	Metazoa	188	False	1
Q8R4C2	Mus musculus	Metazoa	606	False	1
P54657	Dictyostelium discoideum	Other	213	False	1
Q9R0X4	Mus musculus	Metazoa	439	False	1
P98078	Mus musculus	Metazoa	766	False	1
Q96AJ1	Homo sapiens	Metazoa	413	False	1
Q9Z1B8	Mus musculus	Metazoa	559	False	1
Q9NVU7	Homo sapiens	Metazoa	687	False	1
O94561	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	195	False	1
O43715	Homo sapiens	Metazoa	76	False	1
P28805	Spinacia oleracea	Viridiplantae	66	False	1
Q5NCQ5	Mus musculus	Metazoa	438	False	1
Q8BTQ0	Mus musculus	Metazoa	241	False	1
O65312	Arabidopsis thaliana	Viridiplantae	689	False	1
Q09838	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	681	False	1
G5EEV2	Caenorhabditis elegans	Metazoa	4062	False	1
Q10424	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	330	False	1
Q42342	Arabidopsis thaliana	Viridiplantae	134	False	1
Q9CZG9	Mus musculus	Metazoa	140	False	1
Q12415	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	435	False	1
Q05930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	598	False	1
Q61069	Mus musculus	Metazoa	310	False	1
Q96RQ3	Homo sapiens	Metazoa	725	False	1
Q15811	Homo sapiens	Metazoa	1721	False	1
Q9FMZ0	Arabidopsis thaliana	Viridiplantae	337	False	1
Q96N21	Homo sapiens	Metazoa	525	False	1
P51906	Mus musculus	Metazoa	523	True	1
P32479	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	840	False	1
G5EGA9	Caenorhabditis elegans	Metazoa	345	False	1
Q8LC79	Arabidopsis thaliana	Viridiplantae	295	False	1
Q86MA2	Trypanosoma brucei brucei	Other	743	False	1
Q8WT44	Caenorhabditis elegans	Metazoa	1178	False	1
P0CT58	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	130	False	1
Q9H3S7	Homo sapiens	Metazoa	1636	False	1
Q8WXG6	Homo sapiens	Metazoa	1647	False	1
Q8NBF2	Homo sapiens	Metazoa	726	False	1
P42842	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	904	False	1
Q08952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273	False	1
Q9LE82	Arabidopsis thaliana	Viridiplantae	535	False	1
F4K2A1	Arabidopsis thaliana	Viridiplantae	571	False	1
Q80VL0	Rattus norvegicus	Metazoa	406	False	1
P49443	Mus musculus	Metazoa	382	False	1
P57728	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	148	False	1
Q9GZN0	Homo sapiens	Metazoa	384	True	1
P02786	Homo sapiens	Metazoa	760	True	1
Q6PRD7	Homo sapiens	Metazoa	247	False	1
Q5VWN6	Homo sapiens	Metazoa	2430	False	1
P40075	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244	False	1
F4KDN0	Arabidopsis thaliana	Viridiplantae	857	False	1
Q96NS1	Homo sapiens	Metazoa	127	False	1
Q96KR7	Homo sapiens	Metazoa	559	False	1
O96660	Drosophila melanogaster	Metazoa	486	False	1
Q01962	Komagataella pastoris	Fungi	713	False	1
Q9W1R5	Drosophila melanogaster	Metazoa	1854	False	1
Q9NX52	Homo sapiens	Metazoa	303	True	1
Q8GUL2	Arabidopsis thaliana	Viridiplantae	958	False	1
Q09669	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	379	False	1
O04616	Arabidopsis thaliana	Viridiplantae	164	False	1
P00425	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	151	True	1
Q8N4T4	Homo sapiens	Metazoa	335	False	1
P49919	Mus musculus	Metazoa	348	False	1
Q8I397	Plasmodium falciparum (isolate 3D7)	Other	1199	True	1
Q8N5F7	Homo sapiens	Metazoa	415	False	1
O95625	Homo sapiens	Metazoa	1053	False	1
Q03220	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	320	False	1
Q03330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	439	False	1
Q9FNH6	Arabidopsis thaliana	Viridiplantae	231	True	1
Q9FLI7	Arabidopsis thaliana	Viridiplantae	108	False	1
Q04013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314	True	1
Q9W0I5	Drosophila melanogaster	Metazoa	251	False	1
Q9FXD6	Arabidopsis thaliana	Viridiplantae	521	False	1
Q0D3I7	Oryza sativa subsp. japonica	Viridiplantae	262	False	1
Q9HAF1	Homo sapiens	Metazoa	191	False	1
B9TSP7	Arabidopsis thaliana	Viridiplantae	548	False	1
Q9LTQ0	Arabidopsis thaliana	Viridiplantae	391	False	1
P46014	Arabidopsis thaliana	Viridiplantae	581	True	1
Q9H7E2	Homo sapiens	Metazoa	651	False	1
P13498	Homo sapiens	Metazoa	195	True	1
Q9VSK8	Drosophila melanogaster	Metazoa	597	False	1
O74478	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	587	False	1
Q3UUF8	Mus musculus	Metazoa	508	False	1
Q9BVJ7	Homo sapiens	Metazoa	150	False	1
P10690	Spinacia oleracea	Viridiplantae	140	False	1
Q9NPB1	Homo sapiens	Metazoa	228	False	1
Q8H1Q1	Arabidopsis thaliana	Viridiplantae	280	False	1
Q9BZL6	Homo sapiens	Metazoa	878	False	1
Q9NRN7	Homo sapiens	Metazoa	309	False	1
Q06494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345	False	1
Q9USW9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	False	1
P82919	Bos taurus	Metazoa	196	False	1
Q9NVT9	Homo sapiens	Metazoa	282	False	1
P19659	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1081	False	1
F4KCE9	Arabidopsis thaliana	Viridiplantae	598	False	1
P37090	Rattus norvegicus	Metazoa	638	True	1
Q586F4	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	263	False	1
P33897	Homo sapiens	Metazoa	745	False	1
Q9NSI6	Homo sapiens	Metazoa	2320	False	1
Q8WZ33	Homo sapiens	Metazoa	124	False	1
