Q86LE5	Rhipicephalus microplus	Metazoa	110	20	1
O70280	Rattus norvegicus	Metazoa	212	26	1
P08091	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	453	18	1
O35310	Mus musculus	Metazoa	311	20	1
P02763	Homo sapiens	Metazoa	201	18	1
P62520	Chilobrachys guangxiensis	Metazoa	63	27	1
P30986	Eschscholzia californica	Viridiplantae	538	23	1
Q805F3	Xenopus laevis	Metazoa	397	16	1
Q9TRM8	Canis lupus familiaris	Metazoa	177	25	1
A0A0F7YYX3	Conus victoriae	Metazoa	196	25	1
P05367	Mus musculus	Metazoa	122	19	1
Q8TD06	Homo sapiens	Metazoa	166	21	1
Q8NBJ9	Homo sapiens	Metazoa	832	18	1
Q9BX93	Homo sapiens	Metazoa	195	19	1
Q15465	Homo sapiens	Metazoa	462	23	1
Q9P2K2	Homo sapiens	Metazoa	825	27	1
Q6UXK5	Homo sapiens	Metazoa	716	25	1
Q9Y2I2	Homo sapiens	Metazoa	539	28	1
P00533	Homo sapiens	Metazoa	1210	24	1
P0DUS6	Doratifera vulnerans	Metazoa	60	24	1
Q92643	Homo sapiens	Metazoa	395	27	1
P15226	Tityus serrulatus	Metazoa	84	20	1
Q8T113	Bombyx mori	Metazoa	227	17	1
Q90WJ9	Takifugu pardalis	Metazoa	391	20	1
P01139	Mus musculus	Metazoa	241	18	1
Q9SU40	Arabidopsis thaliana	Viridiplantae	587	20	1
P16636	Rattus norvegicus	Metazoa	411	21	1
P14630	Rattus norvegicus	Metazoa	190	17	1
A0A7J6K7I9	Toxoplasma gondii	Other	553	64	1
P32472	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	17	1
P58154	Lymnaea stagnalis	Metazoa	229	19	1
P21828	Bombyx mori	Metazoa	262	16	1
B3STN5	Nosema bombycis (strain CQ1 / CVCC 102059)	Fungi	278	19	1
P15196	Oryctolagus cuniculus	Metazoa	398	31	1
P02652	Homo sapiens	Metazoa	100	18	1
P02814	Homo sapiens	Metazoa	79	22	1
P28039	Homo sapiens	Metazoa	575	23	1
Q86YT9	Homo sapiens	Metazoa	394	19	1
P41543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	22	1
P41271	Homo sapiens	Metazoa	181	16	1
O18998	Oryctolagus cuniculus	Metazoa	281	21	1
Q6ZSA7	Homo sapiens	Metazoa	298	34	1
Q9H6E4	Homo sapiens	Metazoa	229	22	1
Q29486	Felis catus	Metazoa	524	17	1
Q99372	Rattus norvegicus	Metazoa	870	27	1
P33681	Homo sapiens	Metazoa	288	34	1
P55000	Homo sapiens	Metazoa	103	22	1
Q7Z1K3	Anisakis simplex	Metazoa	194	23	1
P0DPU7	Scolopendra dehaani	Metazoa	78	25	1
P34998	Homo sapiens	Metazoa	415	23	1
A0A1S3PBB7	Salmo salar	Metazoa	375	23	1
P01165	Sus scrofa	Metazoa	207	22	1
P12729	Dictyostelium discoideum	Other	168	19	1
Q9HBE5	Homo sapiens	Metazoa	538	19	1
P0DQB8	Scolopendra dehaani	Metazoa	73	20	1
Q9NR61	Homo sapiens	Metazoa	685	26	1
Q7ZZN8	Naja atra	Metazoa	238	19	1
P0DPZ2	Scolopendra dehaani	Metazoa	101	23	1
Q00802	Bombyx mori	Metazoa	256	17	1
Q9NS68	Homo sapiens	Metazoa	423	29	1
P07602	Homo sapiens	Metazoa	524	16	1
P21570	Mus musculus	Metazoa	145	24	1
Q9V496	Drosophila melanogaster	Metazoa	3351	25	1
P16235	Rattus norvegicus	Metazoa	700	26	1
G1CWH6	Clitoria ternatea	Viridiplantae	122	25	1
Q6F4C6	Pinctada fucata	Metazoa	121	16	1
P55899	Homo sapiens	Metazoa	365	23	1
Q8WZI8	Aspergillus niger	Fungi	521	17	1
P02701	Gallus gallus	Metazoa	152	24	1
Q9NZ53	Homo sapiens	Metazoa	605	32	1
P0DQC1	Scolopendra dehaani	Metazoa	92	20	1
P01350	Homo sapiens	Metazoa	101	21	1
Q9P246	Homo sapiens	Metazoa	746	14	1
Q9UBT3	Homo sapiens	Metazoa	224	18	1
Q8T0Y7	Aplysia californica	Metazoa	141	26	1
Q9BWV1	Homo sapiens	Metazoa	1114	30	1
Q20224	Caenorhabditis elegans	Metazoa	161	19	1
Q7Z5L0	Homo sapiens	Metazoa	202	24	1
Q13445	Homo sapiens	Metazoa	227	23	1
Q15762	Homo sapiens	Metazoa	336	18	1
P18181	Mus musculus	Metazoa	240	22	1
P80392	Meleagris gallopavo	Metazoa	64	28	1
Q15768	Homo sapiens	Metazoa	340	27	1
P12024	Drosophila melanogaster	Metazoa	1315	29	1
P10675	Schistocerca americana	Metazoa	662	24	1
Q96LA5	Homo sapiens	Metazoa	508	19	1
P06028	Homo sapiens	Metazoa	91	19	1
P29320	Homo sapiens	Metazoa	983	20	1
P01830	Rattus norvegicus	Metazoa	161	19	1
A5HAK0	Danio rerio	Metazoa	149	22	1
Q01460	Rattus norvegicus	Metazoa	367	23	1
P20826	Mus musculus	Metazoa	273	25	1
Q5UCC4	Homo sapiens	Metazoa	262	25	1
Q9LJD9	Arabidopsis thaliana	Viridiplantae	60	27	1
P35785	Vespula pensylvanica	Metazoa	227	23	1
P80686	Tenebrio molitor	Metazoa	211	16	1
P14217	Chlamydomonas reinhardtii	Viridiplantae	647	21	1
P55083	Homo sapiens	Metazoa	255	21	1
C7G3K3	Liocheles australasiae	Metazoa	80	21	1
Q52085	Heterostelium pallidum	Other	320	19	1
P27773	Mus musculus	Metazoa	505	24	1
P19594	Glycine max	Viridiplantae	158	21	1
P02779	Oryctolagus cuniculus	Metazoa	91	21	1
P0C8E8	Rhipicephalus sanguineus	Metazoa	86	20	1
P26842	Homo sapiens	Metazoa	260	19	1
Q9NRM6	Homo sapiens	Metazoa	502	17	1
O64392	Triticum aestivum	Viridiplantae	146	21	1
Q653V7	Oryza sativa subsp. japonica	Viridiplantae	885	33	1
Q02596	Mus musculus	Metazoa	151	19	1
P04706	Zea mays	Viridiplantae	223	19	1
Q9Y5Q6	Homo sapiens	Metazoa	135	22	1
P0DL40	Vespa magnifica	Metazoa	67	21	1
Q9NQ25	Homo sapiens	Metazoa	335	22	1
P27797	Homo sapiens	Metazoa	417	17	1
P39037	Sus scrofa	Metazoa	232	15	1
P60568	Homo sapiens	Metazoa	153	20	1
Q3UN54	Mus musculus	Metazoa	99	21	1
P0DL37	Urodacus yaschenkoi	Metazoa	62	24	1
P20068	Rattus norvegicus	Metazoa	169	22	1
P01591	Homo sapiens	Metazoa	159	22	1
P42579	Lymnaea stagnalis	Metazoa	100	23	1
Q8BHP7	Mus musculus	Metazoa	681	32	1
Q0ZS87	Phlebotomus perniciosus	Metazoa	393	18	1
P26780	Sinapis alba	Viridiplantae	99	30	1
Q9UKY0	Homo sapiens	Metazoa	176	25	1
P25291	Canis lupus familiaris	Metazoa	509	21	1
P20656	Saponaria officinalis	Viridiplantae	299	24	1
Q27270	Tenebrio molitor	Metazoa	96	18	1
Q7M3V1	Chelonus sp. nr. curvimaculatus	Metazoa	246	20	1
Q6IUU3	Rattus norvegicus	Metazoa	750	32	1
P08603	Homo sapiens	Metazoa	1231	18	1
P0DQP8	Cerrophidion godmani	Metazoa	166	19	1
Q6UX39	Homo sapiens	Metazoa	209	16	1
P09479	Gallus gallus	Metazoa	456	20	1
P81264	Bos taurus	Metazoa	98	22	2
Q969J5	Homo sapiens	Metazoa	263	21	2
P10820	Mus musculus	Metazoa	554	20	2
Q589G4	Anoplius samariensis	Metazoa	75	17	2
Q62813	Rattus norvegicus	Metazoa	338	28	2
P43307	Homo sapiens	Metazoa	286	18	2
Q09022	Xenopus laevis	Metazoa	84	18	2
Q5WPZ4	Lutzomyia longipalpis	Metazoa	115	22	2
Q9BXJ3	Homo sapiens	Metazoa	329	16	2
P02743	Homo sapiens	Metazoa	223	19	2
E0XKJ8	Tabanus yao	Metazoa	256	16	2
Q6WN34	Homo sapiens	Metazoa	429	25	2
P83472	Lumbricus terrestris	Metazoa	86	22	2
P29459	Homo sapiens	Metazoa	219	22	2
Q5GQ85	Argas reflexus	Metazoa	159	16	2
P45590	Hyalophora cecropia	Metazoa	129	17	2
Q86IV5	Dictyostelium discoideum	Other	258	21	2
P25311	Homo sapiens	Metazoa	298	20	2
Q96HE7	Homo sapiens	Metazoa	468	23	2
Q9NQ34	Homo sapiens	Metazoa	198	33	2
Q8I948	Acanthoscurria gomesiana	Metazoa	156	23	2
P34115	Dictyostelium discoideum	Other	730	20	2
B0XRV0	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	721	18	2
Q06KA5	Phlebotomus duboscqi	Metazoa	142	20	2
Q62867	Rattus norvegicus	Metazoa	317	24	2
D7UQ40	Alternaria solani	Fungi	515	25	2
P28798	Mus musculus	Metazoa	589	17	2
Q40975	Papaver rhoeas	Viridiplantae	139	19	2
Q9TT95	Sus scrofa	Metazoa	120	22	2
Q94637	Oscheius tipulae	Metazoa	1648	15	2
Q9R1T7	Rattus norvegicus	Metazoa	200	20	2
Q02126	Hordeum vulgare	Viridiplantae	330	25	2
E0XKJ9	Tabanus yao	Metazoa	349	25	2
A0A0D1DWQ2	Mycosarcoma maydis	Fungi	290	21	2
P11215	Homo sapiens	Metazoa	1152	16	2
F2QXM5	Komagataella phaffii (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1)	Fungi	587	19	2
P59938	Olivierus martensii	Metazoa	57	21	2
O35701	Mus musculus	Metazoa	481	27	2
Q0P569	Bos taurus	Metazoa	474	24	2
Q05443	Bos taurus	Metazoa	342	18	2
Q7YZS9	Conus virgo	Metazoa	67	26	2
Q61400	Mus musculus	Metazoa	265	33	2
Q8RUW5	Arabidopsis thaliana	Viridiplantae	433	19	2
Q95NJ8	Olivierus martensii	Metazoa	55	23	2
P32004	Homo sapiens	Metazoa	1257	19	2
P48842	Aspergillus aculeatus	Fungi	350	16	2
P26202	Oryctolagus cuniculus	Metazoa	137	20	2
Q86SC0	Oryctes rhinoceros	Metazoa	66	26	2
P10493	Mus musculus	Metazoa	1245	28	2
P08375	Sarcophaga peregrina	Metazoa	63	23	2
P11919	Manduca sexta	Metazoa	88	26	2
P81999	Canis lupus familiaris	Metazoa	358	22	2
P83313	Opistophthalmus carinatus	Metazoa	82	22	2
Q86Y78	Homo sapiens	Metazoa	171	22	2
M1MR49	Rhipicephalus appendiculatus	Metazoa	176	24	2
Q9H5V8	Homo sapiens	Metazoa	836	29	2
Q12396	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444	46	2
P04639	Rattus norvegicus	Metazoa	259	18	2
Q02747	Homo sapiens	Metazoa	115	21	2
Q96FE7	Homo sapiens	Metazoa	263	21	2
Q86WA6	Homo sapiens	Metazoa	291	37	2
P17697	Bos taurus	Metazoa	439	19	2
Q08481	Mus musculus	Metazoa	727	17	2
O11780	Sus scrofa	Metazoa	683	23	2
G5ED35	Caenorhabditis elegans	Metazoa	135	20	2
P33577	Petromyzon marinus	Metazoa	119	19	2
Q01965	Mus musculus	Metazoa	654	47	2
Q9H7M9	Homo sapiens	Metazoa	311	32	2
Q969P0	Homo sapiens	Metazoa	613	27	2
Q27309	Bombyx mori	Metazoa	1782	15	2
Q8WPJ2	Mytilus edulis	Metazoa	367	17	2
Q27085	Tachypleus tridentatus	Metazoa	418	24	2
G9M8X1	Nephotettix cincticeps	Metazoa	687	19	2
P18510	Homo sapiens	Metazoa	177	25	2
G5EC68	Caenorhabditis elegans	Metazoa	85	17	2
P86407	Mesobuthus eupeus	Metazoa	75	22	2
Q08127	Anguilla anguilla	Metazoa	147	20	2
Q5ZPR3	Homo sapiens	Metazoa	534	28	2
P27654	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210	19	2
B0XT72	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	452	19	2
A1IKL2	Anisakis simplex	Metazoa	152	18	2
Q9UIK5	Homo sapiens	Metazoa	374	40	2
Q9PVW8	Silurus asotus	Metazoa	308	23	2
P40259	Homo sapiens	Metazoa	229	28	2
P14625	Homo sapiens	Metazoa	803	21	2
P18428	Homo sapiens	Metazoa	481	25	2
Q9NPG1	Homo sapiens	Metazoa	666	22	2
Q7TQN3	Mus musculus	Metazoa	571	29	2
A6XMY0	Hyas araneus	Metazoa	64	25	2
P78581	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	588	18	2
P86798	Cupiennius salei	Metazoa	140	19	2
P14946	Lolium perenne	Viridiplantae	263	23	2
O46432	Felis catus	Metazoa	1007	50	2
P01221	Cyprinus carpio	Metazoa	118	23	2
Q05359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	219	22	2
P82103	Mytilus galloprovincialis	Metazoa	96	20	2
Q9VA83	Drosophila melanogaster	Metazoa	227	19	2
P05560	Dromaius novaehollandiae	Metazoa	207	23	2
Q8WMP9	Bos taurus	Metazoa	407	29	2
K9N4Q4	Phlebotomus papatasi	Metazoa	246	23	2
Q94733	Rhodnius prolixus	Metazoa	202	23	2
Q9NJ98	Manduca sexta	Metazoa	487	19	2
Q5JNJ5	Oryza sativa subsp. japonica	Viridiplantae	237	28	2
P81054	Grifola frondosa	Fungi	348	18	2
P02466	Rattus norvegicus	Metazoa	1372	22	2
Q13651	Homo sapiens	Metazoa	578	21	2
Q06KA2	Phlebotomus duboscqi	Metazoa	249	19	2
P35777	Solenopsis invicta	Metazoa	137	19	2
P49256	Canis lupus familiaris	Metazoa	356	44	2
P14555	Homo sapiens	Metazoa	144	20	2
P00450	Homo sapiens	Metazoa	1065	19	2
P31420	Manduca sexta	Metazoa	274	18	2
P67788	Manduca sexta	Metazoa	65	19	2
P22301	Homo sapiens	Metazoa	178	18	2
P00635	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467	17	2
P24021	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	287	20	2
P0DUS7	Doratifera vulnerans	Metazoa	56	19	2
P19137	Mus musculus	Metazoa	3083	24	2
Q867W1	Procambarus clarkii	Metazoa	76	27	2
Q56S59	Nicotiana tabacum	Viridiplantae	150	23	2
Q86T13	Homo sapiens	Metazoa	490	21	2
P81160	Drosophila melanogaster	Metazoa	54	21	2
P15450	Apis mellifera	Metazoa	53	19	2
P02760	Homo sapiens	Metazoa	352	19	2
P01269	Sus scrofa	Metazoa	115	25	2
Q9TY95	Plasmodium falciparum (isolate 3D7)	Other	997	22	2
Q05928	Mus musculus	Metazoa	177	31	2
P81941	Pseudopleuronectes americanus	Metazoa	68	22	2
Q6IWZ0	Aplysia californica	Metazoa	535	18	2
O59896	Pycnoporus cinnabarinus	Fungi	518	21	2
Q6RG02	Penaeus merguiensis	Metazoa	2586	18	2
P31836	Bos taurus	Metazoa	853	19	2
Q50KB1	Emiliania huxleyi	Other	223	17	2
Q63372	Rattus norvegicus	Metazoa	1530	30	2
P01068	Ananas comosus	Viridiplantae	246	19	2
Q9LRC8	Scutellaria baicalensis	Viridiplantae	527	25	2
Q63617	Rattus norvegicus	Metazoa	999	32	2
P50895	Homo sapiens	Metazoa	628	31	2
Q6UX46	Homo sapiens	Metazoa	152	24	2
C9K4X8	Patiria pectinifera	Metazoa	116	29	2
Q9ZT66	Zea mays	Viridiplantae	303	43	2
Q13478	Homo sapiens	Metazoa	541	18	2
Q8TDQ1	Homo sapiens	Metazoa	290	19	2
Q4WL81	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	234	20	2
Q6UW56	Homo sapiens	Metazoa	229	30	2
P24052	Gallus gallus	Metazoa	142	21	2
Q9UK23	Homo sapiens	Metazoa	515	25	2
Q9Y6C2	Homo sapiens	Metazoa	1016	21	2
P23577	Chlamydomonas reinhardtii	Viridiplantae	317	31	2
P81702	Ceratocystis fimbriata f. sp. platani	Fungi	134	14	2
P14925	Rattus norvegicus	Metazoa	976	25	2
Q9TVX3	Olivierus martensii	Metazoa	61	28	2
Q09117	Populus deltoides	Viridiplantae	312	24	2
O94985	Homo sapiens	Metazoa	981	28	2
Q64385	Mus musculus	Metazoa	432	23	2
P01500	Apis mellifera	Metazoa	46	27	2
P01189	Homo sapiens	Metazoa	267	26	2
Q00017	Aspergillus aculeatus	Fungi	250	17	2
Q96DR8	Homo sapiens	Metazoa	90	20	2
Q8MJV4	Bos taurus	Metazoa	122	24	2
F1AWB0	Vaejovis mexicanus	Metazoa	82	22	2
P34951	Hordeum vulgare	Viridiplantae	143	24	2
P19876	Homo sapiens	Metazoa	107	34	2
P86872	Margaritifera margaritifera	Metazoa	260	19	2
P43077	Candida albicans	Fungi	562	22	2
P07359	Homo sapiens	Metazoa	652	16	2
P22388	Rattus norvegicus	Metazoa	202	25	2
Q13421	Homo sapiens	Metazoa	622	36	2
P0C1X6	Tityus discrepans	Metazoa	62	26	2
P05160	Homo sapiens	Metazoa	661	20	2
P19320	Homo sapiens	Metazoa	739	24	2
Q8WQK0	Cotesia rubecula	Metazoa	65	23	2
P12273	Homo sapiens	Metazoa	146	28	2
P02809	Macaca fascicularis	Metazoa	61	19	2
Q9VG55	Drosophila melanogaster	Metazoa	191	24	2
P56829	Ovis aries	Metazoa	195	23	2
P17715	Octodon degus	Metazoa	109	24	3
Q03405	Homo sapiens	Metazoa	335	22	3
G3MYZ3	Bos taurus	Metazoa	604	21	3
Q7KRU8	Drosophila melanogaster	Metazoa	205	19	3
P11438	Mus musculus	Metazoa	406	24	3
P15261	Mus musculus	Metazoa	477	25	3
P09586	Mus musculus	Metazoa	222	31	3
A0A2I8B346	Paralithodes camtschaticus	Metazoa	62	23	3
Q9NYY1	Homo sapiens	Metazoa	176	24	3
Q9XYT4	Cryptorchestia cavimana	Metazoa	128	20	3
Q26994	Toxoplasma gondii	Other	179	17	3
P29007	Bombina orientalis	Metazoa	155	31	3
P05113	Homo sapiens	Metazoa	134	19	3
P28825	Mus musculus	Metazoa	747	20	3
P13671	Homo sapiens	Metazoa	934	21	3
P05067	Homo sapiens	Metazoa	770	17	3
P05059	Bos taurus	Metazoa	449	18	3
P04217	Homo sapiens	Metazoa	495	21	3
Q27082	Tachypleus tridentatus	Metazoa	673	19	3
O62644	Bos taurus	Metazoa	151	18	3
P52798	Homo sapiens	Metazoa	201	25	3
P02790	Homo sapiens	Metazoa	462	23	3
Q64HC7	Armadillidium vulgare	Metazoa	73	19	3
P05090	Homo sapiens	Metazoa	189	20	3
Q12546	Aspergillus ficuum	Fungi	614	22	3
O01949	Aedes aegypti	Metazoa	273	19	3
O13547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238	22	3
B0JFB8	Antheraea mylitta	Metazoa	105	19	3
Q8MMJ7	Opisthacanthus madagascariensis	Metazoa	68	23	3
P79073	Trichoderma reesei	Fungi	86	15	3
O80323	Pyrus pyrifolia	Viridiplantae	222	22	3
Q9LLT1	Juniperus virginiana	Viridiplantae	367	21	3
P85213	Galleria mellonella	Metazoa	72	29	3
Q9UAD0	Olivierus martensii	Metazoa	59	24	3
P06727	Homo sapiens	Metazoa	396	20	3
Q01638	Homo sapiens	Metazoa	556	18	3
P19438	Homo sapiens	Metazoa	455	29	3
Q92154	Coturnix japonica	Metazoa	620	17	3
Q4V4I9	Drosophila melanogaster	Metazoa	182	22	3
A1X159	Perna viridis	Metazoa	431	20	3
P16382	Mus musculus	Metazoa	810	25	3
P48747	Oryctolagus cuniculus	Metazoa	557	21	3
P01588	Homo sapiens	Metazoa	193	27	3
Q8BPM6	Mus musculus	Metazoa	367	31	3
P19324	Mus musculus	Metazoa	417	17	3
P16150	Homo sapiens	Metazoa	400	19	3
Q01151	Homo sapiens	Metazoa	205	19	3
P54660	Dictyostelium discoideum	Other	143	22	3
P14770	Homo sapiens	Metazoa	177	16	3
P49767	Homo sapiens	Metazoa	419	31	3
P0C8E7	Rhipicephalus sanguineus	Metazoa	114	20	3
P13806	Oryctolagus cuniculus	Metazoa	1106	26	3
P11150	Homo sapiens	Metazoa	499	22	3
Q7SCE9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	385	18	3
P07507	Bos taurus	Metazoa	103	19	3
Q8N441	Homo sapiens	Metazoa	504	24	3
Q969Z4	Homo sapiens	Metazoa	430	25	3
P86009	Dromaius novaehollandiae	Metazoa	238	17	3
P51868	Rattus norvegicus	Metazoa	413	19	3
Q8J0K5	Talaromyces funiculosus	Fungi	282	39	3
P06911	Rattus norvegicus	Metazoa	188	19	3
Q09098	Mus musculus	Metazoa	99	23	3
Q09131	Glycine max	Viridiplantae	464	30	3
P20013	Trametes versicolor	Fungi	372	26	3
Q9NPR2	Homo sapiens	Metazoa	837	43	3
P06332	Mus musculus	Metazoa	457	26	3
L8BRS3	Morus alba	Viridiplantae	209	18	3
P06865	Homo sapiens	Metazoa	529	22	3
Q8TCT8	Homo sapiens	Metazoa	520	25	3
P10764	Ovis aries	Metazoa	179	24	3
O60844	Homo sapiens	Metazoa	167	16	3
A7L035	Chironex fleckeri	Metazoa	456	20	3
Q23997	Drosophila melanogaster	Metazoa	452	18	3
P31723	Penicillium citrinum	Fungi	511	35	3
Q05091	Pyrus communis	Viridiplantae	330	24	3
Q02862	Mus musculus	Metazoa	184	15	3
P80915	Macadamia integrifolia	Viridiplantae	102	26	3
P31608	Sagittaria sagittifolia	Viridiplantae	181	24	3
A9UGV6	Oryza sativa subsp. japonica	Viridiplantae	61	26	3
P0DPU3	Scolopendra dehaani	Metazoa	577	25	3
P00687	Mus musculus	Metazoa	511	15	3
Q99944	Homo sapiens	Metazoa	293	25	3
Q9P0V8	Homo sapiens	Metazoa	285	22	3
O95866	Homo sapiens	Metazoa	241	17	3
Q5D710	Scylla serrata	Metazoa	126	24	3
Q6UWI2	Homo sapiens	Metazoa	310	20	3
P85261	Actinidia chinensis var. chinensis	Viridiplantae	213	24	3
Q6UWV2	Homo sapiens	Metazoa	235	31	3
B4FZ87	Zea mays	Viridiplantae	396	31	3
P18892	Bos taurus	Metazoa	526	26	3
I6S390	Scolopendra mutilans	Metazoa	76	22	3
Q95P90	Olivierus martensii	Metazoa	94	22	3
A9UGV5	Oryza sativa subsp. japonica	Viridiplantae	68	30	3
O14791	Homo sapiens	Metazoa	398	27	3
Q14802	Homo sapiens	Metazoa	87	20	3
P83234	Ophiophagus hannah	Metazoa	190	20	3
P61312	Rattus norvegicus	Metazoa	146	25	3
Q61789	Mus musculus	Metazoa	3330	31	3
F7J1C8	Flammulina velutipes	Fungi	249	21	3
Q27967	Bos taurus	Metazoa	203	23	3
Q9Z0L3	Mus musculus	Metazoa	485	17	3
A0A2I6QB00	Trametes coccinea (strain BRFM310)	Fungi	418	18	3
Q6TPK4	Actinidia deliciosa	Viridiplantae	116	26	3
P19801	Homo sapiens	Metazoa	751	19	3
Q10E50	Oryza sativa subsp. japonica	Viridiplantae	163	43	3
Q1XG90	Crassostrea virginica	Metazoa	135	18	3
P38574	Bos taurus	Metazoa	287	18	3
Q6UX27	Homo sapiens	Metazoa	236	16	3
P0DUT0	Doratifera vulnerans	Metazoa	46	19	3
I6S7G5	Scolopendra mutilans	Metazoa	84	16	3
P01174	Rattus norvegicus	Metazoa	137	19	3
P04119	Sus scrofa	Metazoa	178	18	3
Q9UVI4	Claviceps fusiformis	Fungi	394	16	3
Q8NAC3	Homo sapiens	Metazoa	791	20	3
C0HLA0	Chamaecyparis obtusa	Viridiplantae	556	28	3
Q8WP90	Solenopsis invicta	Metazoa	153	19	3
Q92563	Homo sapiens	Metazoa	424	22	3
Q99935	Homo sapiens	Metazoa	248	21	3
P00760	Bos taurus	Metazoa	246	17	3
P23044	Robillarda sp. (strain Y-20)	Fungi	385	17	3
Q9BQ51	Homo sapiens	Metazoa	273	19	3
Q9YH85	Gallus gallus	Metazoa	2120	24	3
P0DUT6	Doratifera vulnerans	Metazoa	66	20	3
Q968Z6	Dictyostelium discoideum	Other	557	19	3
C0HL38	Trichonephila clavata	Metazoa	60	19	3
Q16927	Aedes aegypti	Metazoa	2169	46	3
P18761	Mus musculus	Metazoa	317	17	3
Q41161	Robinia pseudoacacia	Viridiplantae	285	31	3
P14209	Homo sapiens	Metazoa	185	22	3
Q9U572	Penaeus monodon	Metazoa	1670	14	3
O75711	Homo sapiens	Metazoa	98	20	3
P10163	Homo sapiens	Metazoa	310	16	3
Q6UW88	Homo sapiens	Metazoa	154	22	3
Q6UXL0	Homo sapiens	Metazoa	311	29	3
P12872	Homo sapiens	Metazoa	115	25	3
P28319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239	20	3
Q6X4U4	Homo sapiens	Metazoa	206	23	3
O95157	Homo sapiens	Metazoa	252	22	3
P07457	Zoarces americanus	Metazoa	87	22	3
Q00945	Lymnaea stagnalis	Metazoa	155	26	3
Q84UV8	Nicotiana langsdorffii x Nicotiana sanderae	Viridiplantae	274	25	3
Q02942	Blaberus discoidalis	Metazoa	726	16	3
P23438	Canis lupus familiaris	Metazoa	183	17	3
Q76CA2	Monoplex parthenopeus	Metazoa	275	23	3
P04937	Rattus norvegicus	Metazoa	2477	24	3
O95633	Homo sapiens	Metazoa	263	26	3
Q86QT3	Centruroides noxius	Metazoa	62	20	3
E9NX73	Fagopyrum tataricum	Viridiplantae	149	22	3
O55232	Rattus norvegicus	Metazoa	130	32	3
